type,name,label::English (en),required,default,relevant,appearance,constraint,constraint_message::English (en),label::Arabic (ar),constraint_message::Arabic (ar),choice_filter,calculation,hint::English (en),hint::Arabic (ar),repeat_count,parameters
select_one yes_no_dk_dwta,missing_valuables_house_property,Valuables missing,yes,,,quick,,,ÇáÃÔíÇÁ ÇáËãíäÉ İí ÇáãäÒá Ãæ ÇáããÊáßÇÊ ÇáãİŞæÏÉ,,,,,,,
select_one yes_no_dk_dwta,inability_move_freely,Inability to move freely,yes,,,quick,,,ÚÏã ÇáŞÏÑÉ Úáì ÇáÊÍÑß ÈÍÑíÉ İí ÇáãäØŞÉ,,,,,,,
select_one yes_no_dk_dwta,basic_services_hh_nolonger_working,Basic services in the household not working anymore,yes,,,quick,,,ÇáÎÏãÇÊ ÇáÃÓÇÓíÉ Úáì ãÓÊæì ÇáÇÓÑÉ (ãËá ÇáßåÑÈÇÁ æÇáãÇÁ) ÇáÊí ÚãáÊ ŞÈá ÇáäÒæÍ áã ÊÚÏ ÊÚãá,,,,,,,
select_one yes_no_dk_dwta,basic_services_community_nolonger_working,Basic services in the community not working anymore,yes,,,quick,,, ÇáÎÏãÇÊ ÇáÃÓÇÓíÉ Úáì ãÓÊæì ÇáãÌÊãÚ (ãËá ÇáãÓÊÔİíÇÊ æÇáãÑÇİŞ ÇáÕÍíÉ æÇáÊÚáíã) æÇáÊí ßÇäÊ ÊÚãá ŞÈá ÇáäÒæÍ áã ÊÚÏ ÊÚãá,,,,,,,
select_one yes_no_dk_dwta,mobilephone_network_nolonger_working,Mobile phone network not working anymore,yes,,,quick,,,ÊÛØíÉ ÔÈßÉ ÇáåÇÊİ ÇáãÍãæá ÇáÊí ÚãáÊ ŞÈá ÇáäÒæÍ áã ÊÚÏ ÊÚãá,,,,,,,
select_one yes_no_dk_dwta,other_problem_faced,Other,yes,,,quick,,, ÃÎÑì (íÑÌì ÇáÊÍÏíÏ),,,,,,,
select_multiple returnee_problems_faced,returnee_issues,Fake question for data merge,,,,,,,,,,,,,,
text,problems_faced_upon_return_other,"If other, Please specify",yes,,${other_problem_faced}='other',,,,ÃÎÑì¡ ÑÌÇÁ ÇáÊÍÏíÏ,,,,,,,
end_group,,,,,,,,,,,,,,,,
select_one hh_nearfutur_intention,hh_nearfutur_intention,"What are your household's intentions, if any, to move to a new place of residence in the next 6 months? ",yes,,,quick,,,ãÇ åí äíÉ ÃÓÑÊß İí ÇáãÓÊŞÈá(ÇĞÇ ßÇäÊ åäÇß Çí äíÉ) ãä ÍíË ÊÛííÑ ãßÇä ÇáÅŞÇãÉ İí ÇáÃÔåÑ ÇáÓÊÉ ÇáŞÇÏãÉ¿,,,,,,,
select_one hh_nearfutur_intention_residence,hh_nearfutur_intention_residence,Where does your household plan to move to?,yes,,${hh_nearfutur_intention}='move_country_outside_libya',quick,,,Åáì Ãí ÈáÏò Êäæí ÃÓÑÊß ÇáÅäÊŞÇá¿ ,,,,,,,
text,hh_nearfutur_intention_residence_other,"If other, Please specify",yes,,${hh_nearfutur_intention_residence}='other',,,,ÃÎÑì¡ ÑÌÇÁ ÇáÊÍÏíÏ,,,,,,,
select_multiple move_outsode_lby_reasons,move_outsode_lby_reasons,Why does your household plan to move to a country outside of Libya?,yes,,${hh_nearfutur_intention}='move_country_outside_libya',,"not(selected(., 'dk')) and not(selected(., 'dwta')) or count-selected(.) = 1","Cannot select ""I dont know"" or ""I prefer not to answer"" with other options",áãÇĞÇ ÊÎØØ ÃÓÑÊß ááÇäÊŞÇá Åáì ÈáÏ ÎÇÑÌ áíÈíÇ¿,"áÇ íãßä ÅÎÊíÇÑ ""áÇ ÃÚáã"" Ãæ ""ÃİÖá ÚÏã ÇáÅÌÇÈÉ"" ãÚ ÇÎÊíÇÑÇÊ ÃÎÑì",,,,,,
text,move_outsode_lby_reasons_other,"If other, Please specify",yes,,"selected(${move_outsode_lby_reasons},'other')",,,,ÃÎÑì¡ ÑÌÇÁ ÇáÊÍÏíÏ,,,,,,,
end_group,,,,,,,,,,,,,,,,
note,assistance_section,Assistance,,,,,,,ÇáÏÚã ,,,,,,,
begin_group,assistance,Assistance,yes,,,,,,ÇáÏÚã ,,,,,,,
select_multiple priority_needs,priority_needs,What are your household's top 3 priority needs?,yes,,,,"if(${nb_under18}=0,not(selected(.,'priority_child_friendly_spaces')), count-selected(.) >= 1) and (not(selected(., 'dk')) and not(selected(., 'dwta')) and count-selected(.)=3 or count-selected(.) = 1)","Cannot select ""I dont know"" or ""I prefer not to answer"" with other options. Maximum 3 options",ãÇ åí Ãåã 3 ÇÍÊíÇÌÇÊ áÃÓÑÊß¿,"áÇ íãßä ÅÎÊíÇÑ ""áÇ ÃÚáã"" Ãæ ""ÃİÖá ÚÏã ÇáÅÌÇÈÉ"" ãÚ ÇÎÊíÇÑÇÊ ÃÎÑì. 3 ÎíÇÑÇÊ ßÍÏ ÃŞÕì",,,do not read out the list, áÇ ÊŞÑÃ ÇáŞÇÆãÉ,,
text,priority_needs_other,"If other, Please specify",yes,,"selected(${priority_needs},'other')",,,,ÃÎÑì¡ ÑÌÇÁ ÇáÊÍÏíÏ,,,,,,,
select_one yes_no_dk_dwta,received_humanitarian_assistance,Did your household receive humanitarian assistance during the previous 6 months?,yes,,,quick,"if(${humanitarian_assistance}>0,.!='no',count-selected(.)=1)",,åá ÊáŞÊ ÃÓÑÊß ãÓÇÚÏÇÊ ÅäÓÇäíÉ ÎáÇá Çá 6 ÃÔåÑ ÇáãÇÖíÉ¿,,,,,,,
select_multiple modality_assistance_received,modality_assistance_received,What was the modality of the assistance received?,yes,,${received_humanitarian_assistance}='yes',,"if(${humanitarian_assistance}>0,selected(.,'cash_assistance'),count-selected(.)>=1) and not(selected(., 'dk')) and not(selected(., 'dwta')) or count-selected(.) = 1","Cannot select ""I dont know"" or ""I prefer not to answer"" with other options", İãÇ åí ØÑíŞÉ ÇáãÓÇÚÏÉ ÇáÊí Êã ÊáŞíåÇ¿,"áÇ íãßä ÅÎÊíÇÑ ""áÇ ÃÚáã"" Ãæ ""ÃİÖá ÚÏã ÇáÅÌÇÈÉ"" ãÚ ÇÎÊíÇÑÇÊ ÃÎÑì",,,,,,
text,modality_assistance_received_other,"If other, Please specify",yes,,"selected(${modality_assistance_received},'other')",,,,ÃÎÑì¡ ÑÌÇÁ ÇáÊÍÏíÏ,,,,,,,
select_one yes_no_dk_dwta,humanitarian_assistance_satisfaction,Is your household satisfied with the aid you received?,yes,,${received_humanitarian_assistance}='yes',quick,,,åá ÚÇÆáÊß ÑÇÖíÉ Úä ÇáãÓÇÚÏÇÊ ÇáÊí ÍÕáÊ ÚáíåÇ¿,,,,,,,
select_one notsatisfied_humanitarian_assistance_reason,notsatisfied_humanitarian_assistance_reason,Why was your household not satisfied with the aid received?,yes,,${humanitarian_assistance_satisfaction}='no',quick,,,áãÇĞÇ áã Êßä ÃÓÑÊß ÑÇÖíÉ Úä ÇáãÓÇÚÏÇÊ ÇáÊí ÍÕáÊ ÚáíåÇ¿,,,,,,,
text,notsatisfied_humanitarian_assistance_reason_ot,"If other, Please specify",yes,,${notsatisfied_humanitarian_assistance_reason}='other',,,,ÃÎÑì¡ ÑÌÇÁ ÇáÊÍÏíÏ,,,,,,,
select_multiple humanitarian_assistance_barrieres,humanitarian_assistance_barriers,"In the last year, did your household face any barriers to receiving humanitarian assistance?",yes,,,,"not(selected(., 'dk')) and not(selected(., 'dwta')) and not(selected(., 'no_barriers_humanitarian_assistance')) or count-selected(.) = 1","Cannot select ""I dont know"" or ""I prefer not to answer"" or ""no_barriers_humanitarian_assistance"" with other options",İí ÇáÚÇã ÇáãÇÖí ¡ åá æÇÌåÊ ÃÓÑÊß Ãí ÚæÇÆŞ ÃãÇã ÊáŞí ÇáãÓÇÚÏÇÊ ÇáÅäÓÇäíÉ¿,"áÇ íãßä ÅÎÊíÇÑ ""áÇ ÃÚáã"" Ãæ ""ÃİÖá ÚÏã ÇáÅÌÇÈÉ"" Ãæ ""áÇ ÊæÌÏ ÚæÇÆŞ ÊæÇÌå ÊáŞí ÇáãÓÇÚÏÇÊ ÇáÅäÓÇäíÉ"" ãÚ ÇÎÊíÇÑÇÊ ÃÎÑì",,,,,,
text,humanitarian_assistance_barriers_other,"If other, Please specify",yes,,"selected(${humanitarian_assistance_barriers},'other')",,,,ÃÎÑì¡ ÑÌÇÁ ÇáÊÍÏíÏ,,,,,,,
select_one preferred_assistance_modality,preferred_assistance_modality,"If your household were to receive assistance in the future, what kind of assistance would you prefer to receive?",yes,,,quick,,,ÅĞÇ ßäÊ ÓÊÍÕá Úáì ÇáãÓÇÚÏÉ İí ÇáãÓÊŞÈá¡ İãÇ åæ äæÚ ÇáãÓÇÚÏÉ ÇáÊí ÊÑÛÈ İí ÇáÍÕæá ÚáíåÇ¿,,,,,,,
text,preferred_assistance_modality_other,"If other, Please specify",yes,,${preferred_assistance_modality}='other',,,,ÃÎÑì¡ ÑÌÇÁ ÇáÊÍÏíÏ,,,,,,,
select_one humanitarian_assistance_information_source,humanitarian_assistance_information_source,What is your household's primary source of information on humanitarian assistance in your current baladiya of residence?,yes,,,quick,,,ãÇ åæ ÇáãÕÏÑ ÇáÑÆíÓí áãÚáæãÇÊ ÃÓÑÊß Íæá ÇáãÓÇÚÏÉ ÇáÅäÓÇäíÉ İí ÈáÏíÊß ÇáÍÇáíÉ¿,,,,,,,
select_multiple preferred_type_info_humanitarian_assistance,preferred_type_info_humanitarian_assistance,What type of information would your household like to receive from aid providers? ,yes,,,,"not(selected(., 'dk')) and not(selected(., 'dwta')) and not(selected(., 'dont_want_receive_info')) and count-selected(.)=3 or count-selected(.) = 1","Cannot select ""I dont know"" or ""I prefer not to answer"" with other options. 3 options maximum",ãÇ äæÚ ÇáãÚáæãÇÊ ÇáÊí ÊÑÛÈ ÃÓÑÊß İí ÊáŞíåÇ ãä ãŞÏãí ÇáãÓÇÚÏÇÊ¿,"áÇ íãßä ÅÎÊíÇÑ ""áÇ ÃÚáã"" Ãæ ""ÃİÖá ÚÏã ÇáÅÌÇÈÉ""  ãÚ ÇÎÊíÇÑÇÊ ÃÎÑì. 3 ÎíÇÑÇÊ ßÍÏ ÃŞÕì",,,,,,
text,preferred_type_info_humanitarian_assistance_ot,"If other, Please specify",yes,,"selected(${preferred_type_info_humanitarian_assistance},'other')",,,,ÃÎÑì¡ ÑÌÇÁ ÇáÊÍÏíÏ,,,,,,,
select_multiple preferred_means_receiving_info,preferred_means_receiving_info,What is your household's preferred means of receiving the information?,yes,,"not(selected(${preferred_type_info_humanitarian_assistance},'dont_want_receive_info'))",quick,"not(selected(., 'dk')) and not(selected(., 'dwta')) or count-selected(.) = 1","Cannot select ""I dont know"" or ""I prefer not to answer"" with other options",ãÇ åí ÇáæÓÇÆá ÇáãİÖáÉ áÏì ÃÓÑÊß áÊáŞí ÇáãÚáæãÇÊ¿,"áÇ íãßä ÅÎÊíÇÑ ""áÇ ÃÚáã"" Ãæ ""ÃİÖá ÚÏã ÇáÅÌÇÈÉ""  ãÚ ÇÎÊíÇÑÇÊ ÃÎÑì",,,,,,
text,preferred_means_receiving_info_ot,"If other, Please specify",yes,,${preferred_means_receiving_info}='other',,,,ÃÎÑì¡ ÑÌÇÁ ÇáÊÍÏíÏ,,,,,,,
text,preferred_means_receiving_info_inperson,please specify from whom,yes,,${preferred_means_receiving_info}='face_to_face_mode',,,,íÑÌì ÊÍÏíÏ ãä ãä:,,,,,,,
select_one yes_no_dk_dwta,asked_aid_liketoreceive_6pastmonths,In the last 6 months have you or anyone else in your household been asked about what aid you would like to receive?,yes,,,quick,,,ÎáÇá ÇáÓÊÉ ÃÔåÑ ÇáãÇÖíÉ¡ åá ÓÆáÊ Ãæ ÓÆá Ãí ÔÎÕ ÂÎÑ İí ÃÓÑÊß Úä ÇáãÓÇÚÏÇÊ ÇáÊí ÊÑÛÈ İí ÊáŞíåÇ¿   ,,,,,,,
select_multiple feedback_humanitarian_assistance_mode,feedback_humanitarian_assistance_mode,"How would your household prefer to provide feedback to aid providers about the quality, quantity and appropriateness of the aid you will receive?  ",yes,,"not(selected(${preferred_assistance_modality},'dont_want_receive_assistance'))",quick,"not(selected(., 'dk')) and not(selected(., 'dwta')) or count-selected(.) = 1","Cannot select ""I dont know"" or ""I prefer not to answer"" with other options",ßíİ ÊİÖá ÃÓÑÊß ÊŞÏíã ÊÚáíŞÇÊ áãŞÏãí ÇáãÓÇÚÏÇÊ Íæá ÌæÏÉ æßãíÉ æãáÇÁãÉ ÇáãÓÇÚÏÇÊ ÇáÊí ÓÊÊáŞÇåÇ¿,"áÇ íãßä ÅÎÊíÇÑ ""áÇ ÃÚáã"" Ãæ ""ÃİÖá ÚÏã ÇáÅÌÇÈÉ""  ãÚ ÇÎÊíÇÑÇÊ ÃÎÑì",,,,,,
text,feedback_humanitarian_assistance_mode_ot,"If other, Please specify",yes,,"selected(${feedback_humanitarian_assistance_mode},'other')",,,,ÃÎÑì¡ ÑÌÇÁ ÇáÊÍÏíÏ,,,,,,,
text,feedback_socialmedia_site,Social media please specify site:,yes,,${feedback_humanitarian_assistance_mode}='socialmedia_feedback',,,,æÓÇÆá ÇáÊæÇÕá ÇáÇÌÊãÇÚí íÑÌì ÇáÊÍÏíÏ,,,,,,,
end_group,,,,,,,,,,,,,,,,
note,protection_section,Protection,,,,,,,ÇáÍãÇíÉ,,,,,,,
begin_group,protection,Protection,yes,,,,,,ÇáÍãÇíÉ,,,,,,,
begin_group,needed_legal_docs,"I will read a list of types of legal documents. For each type of document, please specify whether everyone in your household who needs this type of document has it.",yes,,,,,,Óæİ ÃŞÑÃ ŞÇÆãÉ ÈÃäæÇÚ ÇáæËÇÆŞ ÇáŞÇäæäíÉ. áßá äæÚ ãä ÃäæÇÚ ÇáãÓÊäÏÇÊ ¡ íÑÌì ÊÍÏíÏ ãÇ ÅĞÇ ßÇä ßá ÔÎÕ İí ãäÒáß íÍÊÇÌ Åáì åĞÇ ÇáäæÚ ãä ÇáãÓÊäÏÇÊ íãáßå.,,,,,,,
select_one needed_legal_docs,property_docs,1. Property documents,yes,,,quick,,,æËÇÆŞ ÇáãáßíÉ,,,,"If the respondent does not know whether a certain document is needed, assume that it is not needed",ÅĞÇ ßÇä ÇáãÓÊæÌæÈ áÇ íÚÑİ Åä ßÇä/ßÇäÊ ÈÍÇÌÉ áåĞå ÇáæËíŞÉ¡ ÇİÊÑÖ Ãäå áíÓ ÈÍÇÌÉ áåÇ,,
select_one needed_legal_docs,family_books,2. Family book,yes,,,quick,,,ßÊÇÈ ÇáÚÇÆáÉ,,,,"If the respondent does not know whether a certain document is needed, assume that it is not needed",ÅĞÇ ßÇä ÇáãÓÊæÌæÈ áÇ íÚÑİ Åä ßÇä/ßÇäÊ ÈÍÇÌÉ áåĞå ÇáæËíŞÉ¡ ÇİÊÑÖ Ãäå áíÓ ÈÍÇÌÉ áåÇ,,
select_one needed_legal_docs,certificate_nationality,3. Certificate of nationality,yes,,,quick,,,ÔåÇÏÉ ÇáÌäÓíÉ,,,,"If the respondent does not know whether a certain document is needed, assume that it is not needed",ÅĞÇ ßÇä ÇáãÓÊæÌæÈ áÇ íÚÑİ Åä ßÇä/ßÇäÊ ÈÍÇÌÉ áåĞå ÇáæËíŞÉ¡ ÇİÊÑÖ Ãäå áíÓ ÈÍÇÌÉ áåÇ,,
select_one needed_legal_docs,passport,4. Passport,yes,,,quick,,,ÌæÇÒ ÇáÓİÑ,,,,"If the respondent does not know whether a certain document is needed, assume that it is not needed",ÅĞÇ ßÇä ÇáãÓÊæÌæÈ áÇ íÚÑİ Åä ßÇä/ßÇäÊ ÈÍÇÌÉ áåĞå ÇáæËíŞÉ¡ ÇİÊÑÖ Ãäå áíÓ ÈÍÇÌÉ áåÇ,,
select_one needed_legal_docs,national_identifier,5. National identifier ,yes,,,quick,,,ÇáÑŞã ÇáæØäí ,,,,"If the respondent does not know whether a certain document is needed, assume that it is not needed",ÅĞÇ ßÇä ÇáãÓÊæÌæÈ áÇ íÚÑİ Åä ßÇä/ßÇäÊ ÈÍÇÌÉ áåĞå ÇáæËíŞÉ¡ ÇİÊÑÖ Ãäå áíÓ ÈÍÇÌÉ áåÇ,,
select_one needed_legal_docs,national_idcard,6. National ID card,yes,,,quick,,,ÈØÇŞÉ ÇáåæíÉ ÇáæØäíÉ,,,,"If the respondent does not know whether a certain document is needed, assume that it is not needed",ÅĞÇ ßÇä ÇáãÓÊæÌæÈ áÇ íÚÑİ Åä ßÇä/ßÇäÊ ÈÍÇÌÉ áåĞå ÇáæËíŞÉ¡ ÇİÊÑÖ Ãäå áíÓ ÈÍÇÌÉ áåÇ,,
select_one needed_legal_docs,residence_certificate,7. Residence Certificate,yes,,,quick,,,ÔåÇÏÉ ÇáÅŞÇãÉ,,,,"If the respondent does not know whether a certain document is needed, assume that it is not needed",ÅĞÇ ßÇä ÇáãÓÊæÌæÈ áÇ íÚÑİ Åä ßÇä/ßÇäÊ ÈÍÇÌÉ áåĞå ÇáæËíŞÉ¡ ÇİÊÑÖ Ãäå áíÓ ÈÍÇÌÉ áåÇ,,
select_one needed_legal_docs,birth_certificate,8. Birth certificate,yes,,,quick,,,ÔåÇÏÉ ÇáãíáÇÏ,,,,"If the respondent does not know whether a certain document is needed, assume that it is not needed",ÅĞÇ ßÇä ÇáãÓÊæÌæÈ áÇ íÚÑİ Åä ßÇä/ßÇäÊ ÈÍÇÌÉ áåĞå ÇáæËíŞÉ¡ ÇİÊÑÖ Ãäå áíÓ ÈÍÇÌÉ áåÇ,,
select_one needed_legal_docs,other_docs,9. Other (please specify),yes,,,quick,,,ÛíÑåÇ (íÑÌì ÇáÊÍÏíÏ),,,,"If the respondent does not know whether a certain document is needed, assume that it is not needed",ÅĞÇ ßÇä ÇáãÓÊæÌæÈ áÇ íÚÑİ Åä ßÇä/ßÇäÊ ÈÍÇÌÉ áåĞå ÇáæËíŞÉ¡ ÇİÊÑÖ Ãäå áíÓ ÈÍÇÌÉ áåÇ,,
select_one document_needs,document_needs,Fake question for data merge,,,,,,,,,,,,,,
end_group,,,,,,,,,,,,,,,,
text,needed_legal_docs_other,"If other, Please specify",yes,,${other_docs}='not_everyone_has_it',,,,ÃÎÑì¡ ÑÌÇÁ ÇáÊÍÏíÏ,,,,,,,
begin_group,needed_legal_docs_lost,Why does everyone in your household who needs this document not have it?,yes,,,,,,"áßá æËíŞÉ ""áíÓ ßá ãä íÍÊÇÌ ÅáíåÇ áÏíå ÇáæËíŞÉ""¡ áãÇĞÇ ÃİÑÇÏ ÇáÇÓÑÉ áÇ íãÊáßæä åĞå ÇáæËíŞÉ",,,,,,,
select_one dont_have_legal_docs,property_docs_lost,1. Property documents,yes,,${property_docs}='not_everyone_has_legal_doc',quick,,,æËÇÆŞ ÇáãáßíÉ,,,,,,,
select_one dont_have_legal_docs,family_books_lost,2. Family book,yes,,${family_books}='not_everyone_has_legal_doc',quick,,,ßÊÇÈ ÇáÚÇÆáÉ,,,,,,,
select_one dont_have_legal_docs,certificate_nationality_lost,3. Certificate of nationality,yes,,${certificate_nationality}='not_everyone_has_legal_doc',quick,,,ÔåÇÏÉ ÇáÌäÓíÉ,,,,,,,
select_one dont_have_legal_docs,passport_lost,4. Passport,yes,,${passport}='not_everyone_has_legal_doc',quick,,,ÌæÇÒ ÇáÓİÑ,,,,,,,
select_one dont_have_legal_docs,national_identifier_lost,5. National identifier,yes,,${national_identifier}='not_everyone_has_legal_doc',quick,,,ÇáÑŞã ÇáæØäí,,,,,,,
select_one dont_have_legal_docs,national_idcard_lost,6. National ID card,yes,,${national_idcard}='not_everyone_has_legal_doc',quick,,,ÈØÇŞÉ ÇáåæíÉ ÇáæØäíÉ,,,,,,,
select_one dont_have_legal_docs,residence_certificate_lost,7. Residence Certificate,yes,,${residence_certificate}='not_everyone_has_legal_doc',quick,,,ÔåÇÏÉ ÇáÅŞÇãÉ,,,,,,,
select_one dont_have_legal_docs,birth_certificate_lost,8. Birth certificate,yes,,${birth_certificate}='not_everyone_has_legal_doc',quick,,,ÔåÇÏÉ ÇáãíáÇÏ,,,,,,,
select_one dont_have_legal_docs,other_docs_lost,9. Other,yes,,${other_docs}='not_everyone_has_legal_doc',quick,,,ÃÎÑì,,,,,,,
end_group,,,,,,,,,,,,,,,,
select_multiple losing_legal_docs_impact,losing_legal_docs_impact,Has the loss of your household's documentation affected its access to any of the following?,yes,,${property_docs_lost}='lost_doc_conflict' or ${family_books_lost}='lost_doc_conflict' or ${certificate_nationality_lost}='lost_doc_conflict' or ${passport_lost}='lost_doc_conflict' or ${national_identifier_lost}='lost_doc_conflict' or ${national_idcard_lost}='lost_doc_conflict' or ${residence_certificate_lost}='lost_doc_conflict' or ${birth_certificate_lost}='lost_doc_conflict' or ${other_docs_lost}='lost_doc_conflict',,"not(selected(., 'dk')) and not(selected(., 'dwta')) or count-selected(.) = 1","Cannot select ""I dont know"" or ""I prefer not to answer"" with other options", åá ÃËÑ İŞÏÇä æËÇÆŞ ÃÓÑÊß Úáì æÕæáåÇ Åáì Ãí ããÇ íáí¿,"áÇ íãßä ÅÎÊíÇÑ ""áÇ ÃÚáã"" Ãæ ""ÃİÖá ÚÏã ÇáÅÌÇÈÉ""  ãÚ ÇÎÊíÇÑÇÊ ÃÎÑì",,,,,,
text,losing_legal_docs_impact_other,"If other, Please specify",yes,,"selected(${losing_legal_docs_impact},'other')",,,,ÃÎÑì¡ ÑÌÇÁ ÇáÊÍÏíÏ,,,,,,,
select_one yes_no_dk_dwta,apply_new_docs,Has your household applied to get new documentation?,yes,,${property_docs_lost}='lost_doc_conflict' or ${family_books_lost}='lost_doc_conflict' or ${certificate_nationality_lost}='lost_doc_conflict' or ${passport_lost}='lost_doc_conflict' or ${national_identifier_lost}='lost_doc_conflict' or ${national_idcard_lost}='lost_doc_conflict' or ${residence_certificate_lost}='lost_doc_conflict' or ${birth_certificate_lost}='lost_doc_conflict' or ${other_docs_lost}='lost_doc_conflict',quick,,,åá ÊŞÏãÊ ÃÓÑÊß ÈØáÈ ááÍÕæá Úáì æËÇÆŞ ÌÏíÏÉ¿,,,,,,,
select_multiple not_applying_new_docs_reasons,not_applying_new_docs_reasons,Why hasn't your household applied to get new documentation?,yes,,${apply_new_docs}='no',,"not(selected(., 'dk')) and not(selected(., 'dwta')) or count-selected(.) = 1","Cannot select ""I dont know"" or ""I prefer not to answer"" with other options", áãÇĞÇ áã ÊŞÏã ÃÓÑÊß ØáÈÇ ááÍÕæá Úáì æËÇÆŞ ÌÏíÏÉ¿,"áÇ íãßä ÅÎÊíÇÑ ""áÇ ÃÚáã"" Ãæ ""ÃİÖá ÚÏã ÇáÅÌÇÈÉ"" ÇÎÊíÇÑÇÊ ÃÎÑì",,,,,,
text,not_applying_new_docs_reasons_other,"If other, Please specify",yes,,"selected(${not_applying_new_docs_reasons},'other')",,,,ÃÎÑì¡ ÑÌÇÁ ÇáÊÍÏíÏ,,,,,,,
select_one yes_no_dk_dwta,presence_explosive_hazards,Is your household aware of the presence of any explosive hazards in your mahalla?,yes,,,quick,,,åá ÃÓÑÊß Úáì Úáã ÈæÌæÏ Ãí ãÎáİÇÊ ÍÑÈ Çæ ÃáÛÇã İí ãäØŞÊßã¿,,,,,,,
select_one presence_explosive_hazards_actions,presence_explosive_hazards_actions,What course of action did your household take?,yes,,${presence_explosive_hazards}='yes',quick,,, ãÇ  ÇáÊÕÑİ ÇáĞí ŞÇãÊ Èå ÃÓÑÊß¿,,,,,,,
text,contacted_mine_action_authority_details,Contacted a mine action authority Please specify:,yes,,${presence_explosive_hazards_actions}='contacted_mine_action_authority',,,,ÇÊÕáÊ ÈÇáÓáØÉ ÇáãÚäíÉ ÈÇáÃáÛÇã (ÍÏÏ),,,,,,,
select_one yes_no_dk_dwta,explosive_hazards_risk_awareness,Have any members of the household received any form of explosive hazards risk awareness?,yes,,,quick,,,åá ÊáŞì Ãí İÑÏ ãä ÃİÑÇÏ ÇáÃÓÑÉ Ãí Ôßá ãä ÃÔßÇá ÇáÊæÚíÉ ÈãÎÇØÑ ÇáãÊİÌÑÇÊ¿,,,,,,,
select_one explosive_hazards_injured,explosive_hazards_injured,Has any member of your household been harmed as a result of being exposed to an explosive hazard in the past?,yes,,,quick,"if(${nb_under18}=0, .!='yes_children_injured',count-selected(.)=1)",no children in this household,åá ÊÚÑÖ Ãí İÑÏ ãä ÃİÑÇÏ ÃÓÑÊß áÃÖÑÇÑ äÊíÌÉ ÊÚÑÖå áãÎÇØÑ ÇáãÊİÌÑÇÊ İí ÇáãÇÖí¿,"áÇ ÃØİÇá İí åĞå ÇáÃÓÑÉ
",,,"Do not include anyone who has been harmed by a household or work-related explosion, such as from a gas cylinder. This question relates only to weapons-related explosions",áÇ ÊŞã ÈÊÖãíä Ãí ÔÎÕ ÊÚÑÖ áÃĞì ÈÓÈÈ ÇäİÌÇÑ ãäÒáí Ãæ ãÊÚáŞ ÈÇáÚãá¡ ãËá ÇäİÌÇÑ ÇÓØæÇäÉ ÛÇÒ. åĞÇ ÇáÓÄÇá íÊÚáŞ İŞØ ÈÇáÇäİÌÇÑÇÊ ÇáãÊÚáŞÉ ÈÇáÃÓáÍÉ,,
